477.1	0.40
477.2	0.41
477.4	0.42
477.5	0.43
477.7	0.42
477.8	0.42
478.0	0.42
478.1	0.42
478.3	0.43
478.4	0.44
478.6	0.45
478.7	0.47
478.8	0.48
479.0	0.53
479.1	0.59
479.3	0.66
479.4	0.72
479.6	0.79
479.7	0.82
479.9	0.84
480.0	0.86
480.2	0.92
480.3	0.99
480.5	1.07
480.6	1.15
480.8	1.21
480.9	1.25
481.1	1.30
481.2	1.37
481.4	1.46
481.5	1.55
481.7	1.67
481.8	1.76
481.9	1.87
482.1	1.96
482.2	2.05
482.4	2.17
482.5	2.30
482.7	2.40
482.8	2.56
483.0	2.72
483.1	2.88
483.3	3.05
483.4	3.24
483.6	3.42
483.7	3.63
483.9	3.85
484.0	4.08
484.2	4.30
484.3	4.54
484.5	4.78
484.6	5.03
484.7	5.28
484.9	5.58
485.0	5.86
485.2	6.18
485.3	6.49
485.5	6.83
485.6	7.17
485.8	7.55
485.9	7.90
486.1	8.28
486.2	8.69
486.4	9.11
486.5	9.53
486.7	10.02
486.8	10.52
486.9	11.00
487.1	11.50
487.2	12.00
487.4	12.50
487.5	13.02
487.7	13.56
487.8	14.14
488.0	14.70
488.1	15.28
488.3	15.91
488.4	16.55
488.6	17.17
488.7	17.86
488.9	18.55
489.0	19.20
489.1	19.87
489.3	20.59
489.4	21.25
489.6	21.97
489.7	22.72
489.9	23.46
490.0	24.19
490.2	24.99
490.3	25.74
490.5	26.54
490.6	27.29
490.8	28.10
490.9	28.89
491.0	29.68
491.2	30.47
491.3	31.31
491.5	32.11
491.6	32.91
491.8	33.74
491.9	34.57
492.1	35.39
492.2	36.22
492.4	37.07
492.5	37.94
492.7	38.76
492.8	39.62
492.9	40.48
493.1	41.29
493.2	42.10
493.4	42.93
493.5	43.70
493.7	44.47
493.8	45.34
494.0	46.16
494.1	47.00
494.3	47.86
494.4	48.68
494.5	49.43
494.7	50.13
494.8	50.86
495.0	51.55
495.1	52.33
495.3	53.08
495.4	53.87
495.6	54.61
495.7	55.34
495.9	56.08
496.0	56.76
496.1	57.43
496.3	58.10
496.4	58.78
496.6	59.47
496.7	60.13
496.9	60.83
497.0	61.48
497.2	62.14
497.3	62.73
497.5	63.39
497.6	64.01
497.7	64.60
497.9	65.18
498.0	65.78
498.2	66.36
498.3	66.87
498.5	67.43
498.6	68.00
498.8	68.52
498.9	69.00
499.0	69.53
499.2	70.05
499.3	70.50
499.5	71.03
499.6	71.52
499.8	72.01
499.9	72.46
500.1	72.93
500.2	73.36
500.3	73.81
500.5	74.24
500.6	74.63
500.8	75.05
500.9	75.45
501.1	75.86
501.2	76.21
501.4	76.62
501.5	76.96
501.7	77.30
501.8	77.69
501.9	78.10
502.1	78.49
502.2	78.83
502.4	79.13
502.5	79.35
502.7	79.63
502.8	79.97
502.9	80.29
503.1	80.58
503.2	80.89
503.4	81.20
503.5	81.43
503.7	81.66
503.8	81.95
504.0	82.23
504.1	82.51
504.2	82.76
504.4	83.06
504.5	83.31
504.7	83.56
504.8	83.77
505.0	84.01
505.1	84.21
505.3	84.41
505.4	84.60
505.5	84.79
505.7	84.94
505.8	85.16
506.0	85.35
506.1	85.53
506.3	85.65
506.4	85.83
506.5	85.92
506.7	86.10
506.8	86.25
507.0	86.48
507.1	86.61
507.3	86.81
507.4	86.97
507.6	87.12
507.7	87.23
507.8	87.36
508.0	87.45
508.1	87.58
508.3	87.72
508.4	87.84
508.6	87.98
508.7	88.17
508.8	88.19
509.0	88.28
509.1	88.36
509.3	88.49
509.4	88.56
509.6	88.74
509.7	88.85
509.8	88.94
510.0	89.03
510.1	89.17
510.3	89.22
510.4	89.29
510.6	89.44
510.7	89.50
510.9	89.55
511.0	89.69
511.1	89.74
511.3	89.76
511.4	89.87
511.6	89.92
511.7	89.97
511.9	90.13
512.0	90.22
512.1	90.25
512.3	90.33
512.4	90.38
512.6	90.43
512.7	90.49
512.9	90.58
513.0	90.57
513.1	90.60
513.3	90.57
513.4	90.62
513.6	90.62
513.7	90.72
513.9	90.74
514.0	90.83
514.1	90.87
514.3	90.87
514.4	90.85
514.6	90.86
514.7	90.89
514.8	90.95
515.0	91.03
515.1	91.08
515.3	91.17
515.4	91.21
515.6	91.25
515.7	91.26
515.8	91.30
516.0	91.28
516.1	91.28
516.3	91.25
516.4	91.22
516.6	91.24
516.7	91.26
516.8	91.26
517.0	91.27
517.1	91.36
517.3	91.43
517.4	91.53
517.6	91.56
517.7	91.57
517.8	91.59
518.0	91.60
518.1	91.56
518.3	91.53
518.4	91.52
518.5	91.47
518.7	91.49
518.8	91.47
519.0	91.51
519.1	91.50
519.3	91.54
519.4	91.52
519.5	91.55
519.7	91.56
519.8	91.71
520.0	91.74
520.1	91.71
520.2	91.69
520.4	91.68
520.5	91.59
520.7	91.54
520.8	91.56
521.0	91.59
521.1	91.59
521.2	91.57
521.4	91.58
521.5	91.55
521.7	91.54
521.8	91.53
521.9	91.56
522.1	91.56
522.2	91.49
522.4	91.43
522.5	91.43
522.7	91.40
522.8	91.42
522.9	91.49
523.1	91.53
523.2	91.53
523.4	91.55
523.5	91.49
523.6	91.47
523.8	91.49
523.9	91.46
524.1	91.38
524.2	91.39
524.3	91.37
524.5	91.27
524.6	91.30
524.8	91.34
524.9	91.35
525.0	91.37
525.2	91.35
525.3	91.27
525.5	91.28
525.6	91.26
525.8	91.33
525.9	91.32
526.0	91.29
526.2	91.22
526.3	91.15
526.5	90.96
526.6	90.97
526.7	90.91
526.9	90.82
527.0	90.89
527.2	90.92
527.3	90.87
527.4	90.92
527.6	90.96
527.7	90.85
527.9	90.86
528.0	90.83
528.1	90.79
528.3	90.74
528.4	90.70
528.6	90.64
528.7	90.62
528.8	90.60
529.0	90.60
529.1	90.57
529.3	90.47
529.4	90.45
529.5	90.38
529.7	90.28
529.8	90.22
530.0	90.31
530.1	90.25
530.2	90.27
530.4	90.29
530.5	90.33
530.7	90.23
530.8	90.11
530.9	90.05
531.1	89.96
531.2	90.01
531.4	89.93
531.5	89.95
531.6	89.93
531.8	89.89
531.9	89.88
532.1	89.80
532.2	89.77
532.3	89.70
532.5	89.73
532.6	89.49
532.8	89.49
532.9	89.50
533.0	89.49
533.2	89.44
533.3	89.46
533.5	89.50
533.6	89.49
533.7	89.38
533.9	89.38
534.0	89.33
534.2	89.29
534.3	89.14
534.4	89.08
534.6	88.99
534.7	89.03
534.9	88.99
535.0	88.95
535.1	88.99
535.3	88.85
535.4	88.72
535.6	88.69
535.7	88.74
535.8	88.67
536.0	88.66
536.1	88.66
536.3	88.46
536.4	88.36
536.5	88.42
536.7	88.50
536.8	88.41
536.9	88.48
537.1	88.49
537.2	88.27
537.4	88.17
537.5	88.09
537.6	87.88
537.8	87.70
537.9	87.64
538.1	87.62
538.2	87.66
538.3	87.72
538.5	87.62
538.6	87.58
538.8	87.42
538.9	87.32
539.0	87.26
539.2	87.27
539.3	87.20
539.4	87.17
539.6	87.17
539.7	87.20
539.9	87.07
540.0	87.06
540.1	86.96
540.3	86.86
540.4	86.68
540.6	86.65
540.7	86.46
540.8	86.48
541.0	86.47
541.1	86.38
541.2	86.44
541.4	86.50
541.5	86.35
541.7	86.32
541.8	86.23
541.9	86.18
542.1	86.21
542.2	86.29
542.4	86.09
542.5	86.12
542.6	86.06
542.8	86.02
542.9	85.80
543.0	85.83
543.2	85.77
543.3	85.67
543.5	85.49
543.6	85.52
543.7	85.46
543.9	85.49
544.0	85.47
544.1	85.47
544.3	85.34
544.4	85.24
544.6	85.02
544.7	84.96
544.8	84.87
545.0	84.80
545.1	84.58
545.3	84.63
545.4	84.59
545.5	84.47
545.7	84.39
545.8	84.36
545.9	84.15
546.1	84.00
546.2	83.84
546.4	83.71
546.5	83.76
546.6	83.75
546.8	83.70
546.9	83.65
547.0	83.60
547.2	83.37
547.3	83.32
547.5	83.26
547.6	83.29
547.7	83.17
547.9	83.14
548.0	83.08
