370.0	27.39
370.2	27.31
370.3	27.11
370.5	26.96
370.7	26.93
370.8	27.29
371.0	28.18
371.2	28.98
371.3	29.49
371.5	30.32
371.7	30.73
371.8	30.70
372.0	30.67
372.1	31.12
372.3	31.07
372.5	31.08
372.6	31.16
372.8	31.54
373.0	31.85
373.1	32.38
373.3	32.72
373.4	33.41
373.6	33.84
373.8	34.04
373.9	33.92
374.1	34.01
374.3	33.52
374.4	33.25
374.6	33.43
374.7	34.00
374.9	34.66
375.1	35.37
375.2	36.15
375.4	36.35
375.6	36.29
375.7	36.23
375.9	36.15
376.0	36.33
376.2	36.76
376.4	37.33
376.5	37.77
376.7	38.12
376.9	38.02
377.0	38.17
377.2	38.24
377.3	38.44
377.5	38.96
377.7	39.61
377.8	39.73
378.0	40.19
378.1	40.11
378.3	40.13
378.5	40.14
378.6	40.47
378.8	40.27
379.0	40.74
379.1	41.02
379.3	41.41
379.4	41.59
379.6	42.23
379.8	42.35
379.9	42.57
380.1	42.69
380.3	42.81
380.4	42.73
380.6	42.93
380.7	43.22
380.9	43.28
381.1	43.50
381.2	43.97
381.4	44.33
381.5	44.44
381.7	44.58
381.9	45.06
382.0	45.10
382.2	45.28
382.4	45.51
382.5	45.90
382.7	45.99
382.8	46.04
383.0	46.14
383.2	46.35
383.3	46.48
383.5	46.76
383.6	47.21
383.8	47.47
384.0	47.66
384.1	47.93
384.3	47.89
384.5	47.88
384.6	48.04
384.8	48.27
384.9	48.52
385.1	48.95
385.3	49.26
385.4	49.41
385.6	49.56
385.7	49.69
385.9	49.74
386.1	50.03
386.2	50.42
386.4	50.65
386.5	50.92
386.7	51.10
386.9	51.22
387.0	51.26
387.2	51.41
387.3	51.53
387.5	51.71
387.7	51.95
387.8	52.08
388.0	52.22
388.2	52.29
388.3	52.48
388.5	52.60
388.6	52.96
388.8	53.13
389.0	53.28
389.1	53.48
389.3	53.57
389.4	53.59
389.6	53.80
389.8	54.05
389.9	54.19
390.1	54.39
390.2	54.61
390.4	54.69
390.6	54.92
390.7	55.04
390.9	55.14
391.0	55.27
391.2	55.51
391.4	55.54
391.5	55.69
391.7	55.83
391.8	55.92
392.0	56.09
392.2	56.43
392.3	56.53
392.5	56.75
392.6	56.77
392.8	56.86
393.0	56.89
393.1	57.14
393.3	57.24
393.4	57.55
393.6	57.71
393.8	57.85
393.9	57.89
394.1	58.07
394.2	58.24
394.4	58.34
394.6	58.45
394.7	58.78
394.9	58.84
395.0	58.86
395.2	58.99
395.4	59.06
395.5	58.94
395.7	59.00
395.8	59.21
396.0	59.32
396.2	59.55
396.3	59.77
396.5	59.93
396.6	60.05
396.8	60.20
397.0	60.20
397.1	60.21
397.3	60.44
397.4	60.47
397.6	60.71
397.8	60.96
397.9	61.24
398.1	61.21
398.2	61.36
398.4	61.42
398.5	61.37
398.7	61.43
398.9	61.64
399.0	61.78
399.2	61.86
399.3	61.99
399.5	62.05
399.7	62.12
399.8	62.17
400.0	62.23
400.1	62.35
400.3	62.48
400.5	62.60
400.6	62.68
400.8	62.77
400.9	62.76
401.1	62.80
401.3	62.81
401.4	62.94
401.6	63.09
401.7	63.26
401.9	63.38
402.0	63.57
402.2	63.65
402.4	63.68
402.5	63.73
402.7	63.80
