Log10 Mass (10^11 Msun); halo #/Mpc^3/bin with bin 0.200000 dex
       8.1000004       17.527800
       8.3000002       11.535550
       8.5000000       7.5955999
       8.6999998       5.0035999
       8.8999996       3.2973500
       9.1000004       2.1735550
       9.3000002       1.4330750
       9.5000000      0.94491999
       9.6999998      0.62297999
       9.8999996      0.41060999
       10.100000      0.27048000
       10.300000      0.17802850
       10.500000      0.11702700
       10.700000     0.076795999
       10.900000     0.050278499
       11.100000     0.032816000
       11.300000     0.021333250
       11.500000     0.013796550
       11.700000    0.0088630499
       11.900000    0.0056451999
       12.100000    0.0035563999
       12.300000    0.0022093000
       12.500000    0.0013479750
       12.700001   0.00080365499
       12.900000   0.00046507499
       13.100000   0.00025895600
       13.300000   0.00013713700
       13.500000   6.8014249e-05
       13.700001   3.0944700e-05
       13.900000   1.2559450e-05
       14.100000   4.3777899e-06
       14.300000   1.2441320e-06
       14.500000   2.6833445e-07
       14.700001   3.9819164e-08
