 *********************************************
 (reference: Madau 1995, ApJ)
 
 redshift= 0.0
 observed    IGM effective  IGM mean transmission  
 wavelength  optical depth  <exp(-tau)>
 *********************************************
   2729.9568  0.737947E+01  0.623928E-03
   2575.2535  0.714317E+01  0.790246E-03
   2420.5501  0.686065E+01  0.104823E-02
   2265.8468  0.653743E+01  0.144820E-02
   2111.1434  0.617854E+01  0.207346E-02
   1956.4401  0.578853E+01  0.306247E-02
   1801.7368  0.537149E+01  0.464719E-02
   1647.0334  0.493098E+01  0.721942E-02
   1492.3301  0.447007E+01  0.114465E-01
   1337.6267  0.399136E+01  0.184746E-01
   1182.9234  0.349702E+01  0.302876E-01
   1028.2201  0.298890E+01  0.503428E-01
    873.5167  0.243095E+01  0.879528E-01
    718.8134  0.177634E+01  0.169257E+00
    564.1100  0.116892E+01  0.310703E+00
    409.4067  0.636549E+00  0.529115E+00
    254.7033  0.229588E+00  0.794861E+00
    100.0000  0.198421E-01  0.980353E+00
 *********************************************
 redshift= 4.4
 *********************************************
   6564.6181  0.123136E+01  0.291895E+00
   6051.7531  0.929285E+00  0.394836E+00
   5538.8881  0.684041E+00  0.504574E+00
   5538.8881  0.126552E+01  0.282093E+00
   5395.2940  0.115557E+01  0.314877E+00
   5251.6999  0.105260E+01  0.349029E+00
   5251.6999  0.145779E+01  0.232751E+00
   5190.1561  0.139952E+01  0.246714E+00
   5128.6123  0.134294E+01  0.261078E+00
   5128.6123  0.166480E+01  0.189228E+00
   5096.3743  0.162887E+01  0.196151E+00
   5064.1363  0.159350E+01  0.203214E+00
   5064.1363  0.186576E+01  0.154778E+00
   5045.0878  0.184159E+01  0.158564E+00
   5026.0393  0.181765E+01  0.162407E+00
   5026.0393  0.205595E+01  0.127971E+00
   5013.8299  0.203872E+01  0.130195E+00
   5001.6205  0.202160E+01  0.132444E+00
   5001.6205  0.223489E+01  0.107003E+00
   4993.3153  0.222208E+01  0.108383E+00
   4985.0101  0.220932E+01  0.109775E+00
   4985.0101  0.240309E+01  0.904384E-01
   4979.1052  0.239325E+01  0.913322E-01
   4973.2003  0.238345E+01  0.922322E-01
   4973.2003  0.256131E+01  0.772036E-01
   4968.8506  0.255357E+01  0.778037E-01
   4964.5009  0.254584E+01  0.784072E-01
   4964.5009  0.271060E+01  0.664967E-01
   4961.1988  0.270437E+01  0.669125E-01
   4957.8967  0.269815E+01  0.673302E-01
   4957.8967  0.285162E+01  0.577506E-01
   4955.3371  0.284653E+01  0.580453E-01
   4952.7775  0.284145E+01  0.583412E-01
   4952.7775  0.298511E+01  0.505341E-01
   4950.7471  0.298087E+01  0.507485E-01
   4948.7167  0.297665E+01  0.509635E-01
   4948.7167  0.311165E+01  0.445274E-01
   4947.0832  0.310810E+01  0.446858E-01
   4945.4497  0.310455E+01  0.448447E-01
   4945.4497  0.323179E+01  0.394868E-01
   4944.1132  0.322877E+01  0.396062E-01
   4942.7767  0.322575E+01  0.397260E-01
   4942.7767  0.334615E+01  0.352197E-01
   4941.6697  0.334356E+01  0.353111E-01
   4940.5627  0.334097E+01  0.354027E-01
   4940.5627  0.345500E+01  0.315872E-01
   4939.6366  0.345276E+01  0.316580E-01
   4938.7105  0.345052E+01  0.317290E-01
   4938.7105  0.355876E+01  0.284741E-01
   4931.0803  0.353977E+01  0.290199E-01
   4923.4501  0.352086E+01  0.295741E-01
   4923.4501  0.352086E+01  0.295741E-01
   4762.6684  0.465416E+01  0.952191E-02
   4601.8867  0.562135E+01  0.361976E-02
   4441.1051  0.643278E+01  0.160797E-02
   4280.3234  0.709867E+01  0.826203E-03
   4119.5417  0.762905E+01  0.486121E-03
   3958.7601  0.803378E+01  0.324319E-03
   3797.9784  0.832250E+01  0.242988E-03
   3637.1967  0.850461E+01  0.202532E-03
   3476.4151  0.858925E+01  0.186095E-03
   3315.6334  0.858527E+01  0.186837E-03
   3154.8517  0.850118E+01  0.203228E-03
   2994.0701  0.834515E+01  0.237546E-03
   2833.2884  0.812493E+01  0.296064E-03
   2672.5067  0.784788E+01  0.390578E-03
   2511.7250  0.752088E+01  0.541655E-03
   2350.9434  0.715032E+01  0.784610E-03
   2190.1617  0.674208E+01  0.118019E-02
   2029.3800  0.630147E+01  0.183360E-02
   1868.5984  0.583326E+01  0.292851E-02
   1707.8167  0.534160E+01  0.478818E-02
   1547.0350  0.483009E+01  0.798579E-02
   1386.2534  0.430174E+01  0.135450E-01
   1225.4717  0.375904E+01  0.233061E-01
   1064.6900  0.320411E+01  0.405951E-01
    903.9083  0.263092E+01  0.720121E-01
    743.1267  0.191979E+01  0.146638E+00
    582.3450  0.126099E+01  0.283373E+00
    421.5633  0.684469E+00  0.504358E+00
    260.7817  0.244811E+00  0.782852E+00
    100.0000  0.199816E-01  0.980217E+00
 *********************************************
 redshift= 4.6
 *********************************************
   6807.7519  0.139647E+01  0.247468E+00
   6275.8919  0.105389E+01  0.348577E+00
   5744.0319  0.775765E+00  0.460351E+00
   5744.0319  0.143521E+01  0.238065E+00
   5595.1195  0.131053E+01  0.269678E+00
   5446.2071  0.119374E+01  0.303084E+00
   5446.2071  0.165326E+01  0.191424E+00
   5382.3839  0.158719E+01  0.204500E+00
   5318.5607  0.152301E+01  0.218054E+00
   5318.5607  0.188804E+01  0.151369E+00
   5285.1287  0.184729E+01  0.157664E+00
   5251.6967  0.180717E+01  0.164118E+00
   5251.6967  0.211595E+01  0.120519E+00
   5231.9427  0.208854E+01  0.123868E+00
   5212.1887  0.206138E+01  0.127278E+00
   5212.1887  0.233164E+01  0.971367E-01
   5199.5271  0.231210E+01  0.990534E-01
   5186.8655  0.229267E+01  0.100996E+00
   5186.8655  0.253457E+01  0.792955E-01
   5178.2527  0.252004E+01  0.804562E-01
   5169.6399  0.250557E+01  0.816291E-01
   5169.6399  0.272532E+01  0.655252E-01
   5163.5163  0.271417E+01  0.662601E-01
   5157.3927  0.270305E+01  0.670011E-01
   5157.3927  0.290476E+01  0.547620E-01
   5152.8819  0.289598E+01  0.552450E-01
   5148.3711  0.288722E+01  0.557312E-01
   5148.3711  0.307407E+01  0.462325E-01
   5144.9467  0.306700E+01  0.465605E-01
   5141.5223  0.305995E+01  0.468902E-01
   5141.5223  0.323400E+01  0.393996E-01
   5138.8679  0.322823E+01  0.396277E-01
   5136.2135  0.322246E+01  0.398568E-01
   5136.2135  0.338538E+01  0.338646E-01
   5134.1079  0.338058E+01  0.340276E-01
   5132.0023  0.337579E+01  0.341911E-01
   5132.0023  0.352890E+01  0.293372E-01
   5130.3083  0.352487E+01  0.294557E-01
   5128.6143  0.352084E+01  0.295745E-01
   5128.6143  0.366515E+01  0.256004E-01
   5127.2283  0.366172E+01  0.256883E-01
   5125.8423  0.365830E+01  0.257764E-01
   5125.8423  0.379484E+01  0.224865E-01
   5124.6943  0.379190E+01  0.225527E-01
   5123.5463  0.378896E+01  0.226191E-01
   5123.5463  0.391829E+01  0.198750E-01
   5122.5859  0.391575E+01  0.199256E-01
   5121.6255  0.391321E+01  0.199763E-01
   5121.6255  0.403596E+01  0.176687E-01
   5113.7127  0.401443E+01  0.180533E-01
   5105.7999  0.399298E+01  0.184448E-01
   5105.7999  0.399298E+01  0.184448E-01
   4938.9399  0.524697E+01  0.526347E-02
   4772.0799  0.631362E+01  0.181147E-02
   4605.2199  0.720478E+01  0.743026E-03
   4438.3599  0.793214E+01  0.359016E-03
   4271.4999  0.850722E+01  0.202005E-03
   4104.6399  0.894130E+01  0.130871E-03
   3937.7799  0.924544E+01  0.965507E-04
   3770.9199  0.943046E+01  0.802427E-04
   3604.0599  0.950684E+01  0.743419E-04
   3437.1999  0.948475E+01  0.760019E-04
   3270.3399  0.937401E+01  0.849021E-04
   3103.4799  0.918401E+01  0.102668E-03
   2936.6200  0.892370E+01  0.133194E-03
   2769.7600  0.860157E+01  0.183817E-03
   2602.9000  0.822555E+01  0.267725E-03
   2436.0400  0.780305E+01  0.408489E-03
   2269.1800  0.734085E+01  0.648501E-03
   2102.3200  0.684512E+01  0.106464E-02
   1935.4600  0.632137E+01  0.179748E-02
   1768.6000  0.577443E+01  0.310598E-02
   1601.7400  0.520844E+01  0.547020E-02
   1434.8800  0.462689E+01  0.978515E-02
   1268.0200  0.403264E+01  0.177275E-01
   1101.1600  0.342806E+01  0.324499E-01
    934.3000  0.281528E+01  0.598879E-01
    767.4400  0.206863E+01  0.126359E+00
    600.5800  0.135637E+01  0.257595E+00
    433.7200  0.734026E+00  0.479973E+00
    266.8600  0.260481E+00  0.770681E+00
    100.0000  0.201104E-01  0.980090E+00
 *********************************************
 redshift= 4.8
 *********************************************
   7050.8862  0.157675E+01  0.206645E+00
   6500.0312  0.118995E+01  0.304237E+00
   5949.1762  0.875913E+00  0.416482E+00
   5949.1762  0.162049E+01  0.197802E+00
   5794.9455  0.147971E+01  0.227704E+00
   5640.7148  0.134785E+01  0.259798E+00
   5640.7148  0.186669E+01  0.154635E+00
   5574.6122  0.179209E+01  0.166612E+00
   5508.5096  0.171963E+01  0.179133E+00
   5508.5096  0.213177E+01  0.118627E+00
   5473.8836  0.208576E+01  0.124212E+00
   5439.2576  0.204047E+01  0.129968E+00
   5439.2576  0.238911E+01  0.917117E-01
   5418.7981  0.235816E+01  0.945945E-01
   5398.3386  0.232749E+01  0.975401E-01
   5398.3386  0.263264E+01  0.718886E-01
   5385.2248  0.261058E+01  0.734922E-01
   5372.1110  0.258865E+01  0.751217E-01
   5372.1110  0.286177E+01  0.571672E-01
   5363.1906  0.284537E+01  0.581130E-01
   5354.2702  0.282902E+01  0.590704E-01
   5354.2702  0.307714E+01  0.460907E-01
   5347.9279  0.306455E+01  0.466748E-01
   5341.5856  0.305199E+01  0.472646E-01
   5341.5856  0.327975E+01  0.376378E-01
   5336.9137  0.326983E+01  0.380128E-01
   5332.2418  0.325994E+01  0.383907E-01
   5332.2418  0.347092E+01  0.310885E-01
   5328.6951  0.346294E+01  0.313376E-01
   5325.1484  0.345497E+01  0.315883E-01
   5325.1484  0.365149E+01  0.259524E-01
   5322.3992  0.364497E+01  0.261221E-01
   5319.6500  0.363846E+01  0.262927E-01
   5319.6500  0.382242E+01  0.218748E-01
   5317.4692  0.381700E+01  0.219937E-01
   5315.2884  0.381159E+01  0.221131E-01
   5315.2884  0.398446E+01  0.186025E-01
   5313.5339  0.397991E+01  0.186873E-01
   5311.7794  0.397537E+01  0.187724E-01
   5311.7794  0.413830E+01  0.159500E-01
   5310.3439  0.413443E+01  0.160118E-01
   5308.9084  0.413056E+01  0.160738E-01
   5308.9084  0.428473E+01  0.137773E-01
   5307.7194  0.428141E+01  0.138231E-01
   5306.5304  0.427810E+01  0.138690E-01
   5306.5304  0.442412E+01  0.119847E-01
   5305.5357  0.442125E+01  0.120192E-01
   5304.5410  0.441839E+01  0.120537E-01
   5304.5410  0.455698E+01  0.104937E-01
   5296.3456  0.453267E+01  0.107519E-01
   5288.1502  0.450845E+01  0.110156E-01
   5288.1502  0.450845E+01  0.110156E-01
   5115.2118  0.589232E+01  0.276056E-02
   4942.2735  0.706574E+01  0.853862E-03
   4769.3352  0.804219E+01  0.321602E-03
   4596.3968  0.883500E+01  0.145549E-03
   4423.4585  0.945726E+01  0.781204E-04
   4250.5201  0.992187E+01  0.490894E-04
   4077.5818  0.102414E+02  0.356613E-04
   3904.6435  0.104283E+02  0.295828E-04
   3731.7051  0.104945E+02  0.276887E-04
   3558.7668  0.104516E+02  0.289025E-04
   3385.8284  0.103108E+02  0.332713E-04
   3212.8901  0.100830E+02  0.417858E-04
   3039.9518  0.977825E+01  0.566706E-04
   2867.0134  0.940644E+01  0.821932E-04
   2694.0751  0.897663E+01  0.126328E-03
   2521.1367  0.849731E+01  0.204016E-03
   2348.1984  0.797631E+01  0.343506E-03
   2175.2601  0.742070E+01  0.598731E-03
   2002.3217  0.683682E+01  0.107351E-02
   1829.3834  0.623025E+01  0.196897E-02
   1656.4451  0.560573E+01  0.367673E-02
   1483.5067  0.496727E+01  0.696212E-02
   1310.5684  0.431813E+01  0.133248E-01
   1137.6300  0.366095E+01  0.257081E-01
    964.6917  0.299807E+01  0.498833E-01
    791.7534  0.222291E+01  0.108293E+00
    618.8150  0.145506E+01  0.233387E+00
    445.8767  0.785198E+00  0.456029E+00
    272.9383  0.276598E+00  0.758359E+00
    100.0000  0.202297E-01  0.979974E+00
 *********************************************
 redshift= 5.0
 *********************************************
   7294.0200  0.177299E+01  0.169825E+00
   6724.1700  0.133804E+01  0.262359E+00
   6154.3200  0.984925E+00  0.373467E+00
   6154.3200  0.182217E+01  0.161675E+00
   5994.7710  0.166387E+01  0.189405E+00
   5835.2220  0.151560E+01  0.219677E+00
   5835.2220  0.209901E+01  0.122578E+00
   5766.8400  0.201512E+01  0.133304E+00
   5698.4580  0.193364E+01  0.144620E+00
   5698.4580  0.239708E+01  0.909829E-01
   5662.6380  0.234535E+01  0.958136E-01
   5626.8180  0.229442E+01  0.100820E+00
   5626.8180  0.268644E+01  0.681228E-01
   5605.6530  0.265164E+01  0.705353E-01
   5584.4880  0.261716E+01  0.730098E-01
   5584.4880  0.296028E+01  0.518042E-01
   5570.9220  0.293548E+01  0.531054E-01
   5557.3560  0.291082E+01  0.544312E-01
   5557.3560  0.321794E+01  0.400375E-01
   5548.1280  0.319949E+01  0.407831E-01
   5538.9000  0.318111E+01  0.415394E-01
   5538.9000  0.346011E+01  0.314262E-01
   5532.3390  0.344595E+01  0.318744E-01
   5525.7780  0.343183E+01  0.323276E-01
   5525.7780  0.368793E+01  0.250237E-01
   5520.9450  0.367678E+01  0.253042E-01
   5516.1120  0.366566E+01  0.255873E-01
   5516.1120  0.390289E+01  0.201834E-01
   5512.4430  0.389392E+01  0.203654E-01
   5508.7740  0.388496E+01  0.205487E-01
   5508.7740  0.410594E+01  0.164745E-01
   5505.9300  0.409861E+01  0.165957E-01
   5503.0860  0.409129E+01  0.167176E-01
   5503.0860  0.429814E+01  0.135938E-01
   5500.8300  0.429205E+01  0.136769E-01
   5498.5740  0.428596E+01  0.137604E-01
   5498.5740  0.448035E+01  0.113295E-01
   5496.7590  0.447523E+01  0.113876E-01
   5494.9440  0.447012E+01  0.114459E-01
   5494.9440  0.465333E+01  0.952980E-02
   5493.4590  0.464898E+01  0.957134E-02
   5491.9740  0.464464E+01  0.961304E-02
   5491.9740  0.481799E+01  0.808299E-02
   5490.7440  0.481426E+01  0.811321E-02
   5489.5140  0.481053E+01  0.814353E-02
   5489.5140  0.497473E+01  0.691039E-02
   5488.4850  0.497150E+01  0.693271E-02
   5487.4560  0.496828E+01  0.695510E-02
   5487.4560  0.512413E+01  0.595142E-02
   5478.9780  0.509679E+01  0.611638E-02
   5470.5000  0.506955E+01  0.628525E-02
   5470.5000  0.506955E+01  0.628525E-02
   5291.4833  0.659295E+01  0.136999E-02
   5112.4667  0.788078E+01  0.377937E-03
   4933.4500  0.894834E+01  0.129953E-03
   4754.4333  0.981070E+01  0.548614E-04
   4575.4167  0.104827E+02  0.280157E-04
   4396.4000  0.109791E+02  0.170546E-04
   4217.3833  0.113141E+02  0.122002E-04
   4038.3667  0.115017E+02  0.101132E-04
   3859.3500  0.115556E+02  0.958270E-05
   3680.3333  0.114889E+02  0.102429E-04
   3501.3167  0.113146E+02  0.121940E-04
   3322.3000  0.110447E+02  0.159712E-04
   3143.2833  0.106911E+02  0.227467E-04
   2964.2667  0.102647E+02  0.348399E-04
   2785.2500  0.977611E+01  0.567925E-04
   2606.2333  0.923486E+01  0.975774E-04
   2427.2167  0.864994E+01  0.175137E-03
   2248.2000  0.802945E+01  0.325726E-03
   2069.1833  0.738065E+01  0.623199E-03
   1890.1667  0.670987E+01  0.121882E-02
   1711.1500  0.602259E+01  0.242339E-02
   1532.1333  0.532334E+01  0.487643E-02
   1353.1167  0.461583E+01  0.989401E-02
   1174.1000  0.390300E+01  0.201813E-01
    995.0833  0.318738E+01  0.412797E-01
    816.0667  0.238266E+01  0.923045E-01
    637.0500  0.155707E+01  0.210753E+00
    458.0333  0.837996E+00  0.432577E+00
    279.0167  0.293165E+00  0.745899E+00
    100.0000  0.203406E-01  0.979865E+00
 *********************************************
 redshift= 5.2
 *********************************************
   7537.1543  0.198599E+01  0.137244E+00
   6948.3093  0.149879E+01  0.223399E+00
   6359.4643  0.110325E+01  0.331790E+00
   6359.4643  0.204108E+01  0.129888E+00
   6194.5970  0.186376E+01  0.155088E+00
   6029.7297  0.169768E+01  0.183108E+00
   6029.7297  0.235118E+01  0.952563E-01
   5959.0683  0.225722E+01  0.104641E+00
   5888.4069  0.216595E+01  0.114641E+00
   5888.4069  0.268507E+01  0.682166E-01
   5851.3929  0.262712E+01  0.722864E-01
   5814.3789  0.257007E+01  0.765305E-01
   5814.3789  0.300919E+01  0.493316E-01
   5792.5084  0.297021E+01  0.512926E-01
   5770.6379  0.293159E+01  0.533124E-01
   5770.6379  0.331593E+01  0.363002E-01
   5756.6197  0.328814E+01  0.373231E-01
   5742.6015  0.326052E+01  0.383684E-01
   5742.6015  0.360454E+01  0.272000E-01
   5733.0659  0.358387E+01  0.277680E-01
   5723.5303  0.356329E+01  0.283454E-01
   5723.5303  0.387581E+01  0.207376E-01
   5716.7506  0.385995E+01  0.210691E-01
   5709.9709  0.384413E+01  0.214050E-01
   5709.9709  0.413100E+01  0.160669E-01
   5704.9768  0.411851E+01  0.162688E-01
   5699.9827  0.410605E+01  0.164728E-01
   5699.9827  0.437178E+01  0.126287E-01
   5696.1914  0.436173E+01  0.127563E-01
   5692.4001  0.435170E+01  0.128850E-01
   5692.4001  0.459923E+01  0.100596E-01
   5689.4613  0.459102E+01  0.101425E-01
   5686.5225  0.458282E+01  0.102260E-01
   5686.5225  0.481452E+01  0.811114E-02
   5684.1913  0.480769E+01  0.816670E-02
   5681.8601  0.480087E+01  0.822257E-02
   5681.8601  0.501861E+01  0.661369E-02
   5679.9846  0.501288E+01  0.665169E-02
   5678.1091  0.500716E+01  0.668988E-02
   5678.1091  0.521238E+01  0.544869E-02
   5676.5746  0.520751E+01  0.547531E-02
   5675.0401  0.520264E+01  0.550203E-02
   5675.0401  0.539682E+01  0.453095E-02
   5673.7691  0.539264E+01  0.454993E-02
   5672.4981  0.538846E+01  0.456898E-02
   5672.4981  0.557239E+01  0.380139E-02
   5671.4348  0.556878E+01  0.381515E-02
   5670.3715  0.556516E+01  0.382895E-02
   5670.3715  0.573973E+01  0.321563E-02
   5661.6109  0.570911E+01  0.331562E-02
   5652.8503  0.567860E+01  0.341834E-02
   5652.8503  0.567860E+01  0.341834E-02
   5467.7553  0.735161E+01  0.641560E-03
   5282.6602  0.876185E+01  0.156594E-03
   5097.5652  0.992657E+01  0.488590E-04
   4912.4702  0.108628E+02  0.191579E-04
   4727.3752  0.115873E+02  0.928316E-05
   4542.2802  0.121166E+02  0.546787E-05
   4357.1852  0.124669E+02  0.385198E-05
   4172.0902  0.126541E+02  0.319459E-05
   3986.9952  0.126934E+02  0.307123E-05
   3801.9002  0.126000E+02  0.337192E-05
   3616.8052  0.123883E+02  0.416706E-05
   3431.7102  0.120721E+02  0.571665E-05
   3246.6151  0.116648E+02  0.859122E-05
   3061.5201  0.111788E+02  0.139672E-04
   2876.4251  0.106260E+02  0.242758E-04
   2691.3301  0.100175E+02  0.446133E-04
   2506.2351  0.936328E+01  0.858177E-04
   2321.1401  0.867267E+01  0.171202E-03
   2136.0451  0.795388E+01  0.351298E-03
   1950.9501  0.721414E+01  0.736105E-03
   1765.8551  0.645965E+01  0.156534E-02
   1580.7601  0.569557E+01  0.336081E-02
   1395.6651  0.492607E+01  0.725499E-02
   1210.5701  0.415442E+01  0.156950E-01
   1025.4750  0.338336E+01  0.339333E-01
    840.3800  0.254793E+01  0.782436E-01
    655.2850  0.166241E+01  0.189681E+00
    470.1900  0.892423E+00  0.409662E+00
    285.0950  0.310181E+00  0.733314E+00
    100.0000  0.204440E-01  0.979764E+00
 *********************************************
 redshift= 5.4
 *********************************************
   7780.2881  0.221659E+01  0.108980E+00
   7172.4481  0.167282E+01  0.187717E+00
   6564.6081  0.123135E+01  0.291897E+00
   6564.6081  0.227808E+01  0.102481E+00
   6394.4225  0.208017E+01  0.124909E+00
   6224.2369  0.189480E+01  0.150348E+00
   6224.2369  0.262418E+01  0.724990E-01
   6151.2961  0.251930E+01  0.805156E-01
   6078.3553  0.241744E+01  0.891494E-01
   6078.3553  0.299683E+01  0.499450E-01
   6040.1473  0.293216E+01  0.532820E-01
   6001.9393  0.286848E+01  0.567853E-01
   6001.9393  0.335859E+01  0.347842E-01
   5979.3633  0.331508E+01  0.363311E-01
   5956.7873  0.327198E+01  0.379314E-01
   5956.7873  0.370095E+01  0.247001E-01
   5942.3169  0.366993E+01  0.254782E-01
   5927.8465  0.363910E+01  0.262759E-01
   5927.8465  0.402307E+01  0.178980E-01
   5918.0033  0.400000E+01  0.183156E-01
   5908.1601  0.397703E+01  0.187413E-01
   5908.1601  0.432583E+01  0.132225E-01
   5901.1617  0.430813E+01  0.134587E-01
   5894.1633  0.429048E+01  0.136984E-01
   5894.1633  0.461065E+01  0.994534E-02
   5889.0081  0.459671E+01  0.100849E-01
   5883.8529  0.458281E+01  0.102262E-01
   5883.8529  0.487940E+01  0.760159E-02
   5879.9393  0.486818E+01  0.768737E-02
   5876.0257  0.485698E+01  0.777396E-02
   5876.0257  0.513325E+01  0.589737E-02
   5872.9921  0.512408E+01  0.595166E-02
   5869.9585  0.511493E+01  0.600638E-02
   5869.9585  0.537353E+01  0.463771E-02
   5867.5521  0.536592E+01  0.467317E-02
   5865.1457  0.535831E+01  0.470887E-02
   5865.1457  0.560133E+01  0.369295E-02
   5863.2097  0.559494E+01  0.371664E-02
   5861.2737  0.558855E+01  0.374046E-02
   5861.2737  0.581759E+01  0.297475E-02
   5859.6897  0.581216E+01  0.299097E-02
   5858.1057  0.580672E+01  0.300727E-02
   5858.1057  0.602345E+01  0.242129E-02
   5856.7937  0.601879E+01  0.243261E-02
   5855.4817  0.601412E+01  0.244399E-02
   5855.4817  0.621941E+01  0.199043E-02
   5854.3841  0.621537E+01  0.199847E-02
   5853.2865  0.621134E+01  0.200654E-02
   5853.2865  0.640618E+01  0.165132E-02
   5844.2433  0.637200E+01  0.170874E-02
   5835.2001  0.633795E+01  0.176792E-02
   5835.2001  0.633795E+01  0.176792E-02
   5644.0268  0.817110E+01  0.282706E-03
   5452.8534  0.971211E+01  0.605460E-04
   5261.6801  0.109803E+02  0.170337E-04
   5070.5067  0.119949E+02  0.617579E-05
   4879.3334  0.127746E+02  0.283169E-05
   4688.1601  0.133382E+02  0.161178E-05
   4496.9867  0.137037E+02  0.111830E-05
   4305.8134  0.138891E+02  0.929099E-06
   4114.6401  0.139116E+02  0.908400E-06
   3923.4667  0.137882E+02  0.102773E-05
   3732.2934  0.135351E+02  0.132370E-05
   3541.1201  0.131680E+02  0.191077E-05
   3349.9467  0.127019E+02  0.304538E-05
   3158.7734  0.121509E+02  0.528349E-05
   2967.6000  0.115285E+02  0.984581E-05
   2776.4267  0.108470E+02  0.194637E-04
   2585.2534  0.101179E+02  0.403520E-04
   2394.0800  0.935163E+01  0.868236E-04
   2202.9067  0.855758E+01  0.192084E-03
   2011.7334  0.774389E+01  0.433383E-03
   1820.5600  0.691757E+01  0.990231E-03
   1629.3867  0.608445E+01  0.227802E-02
   1438.2134  0.524919E+01  0.525179E-02
   1247.0400  0.441542E+01  0.120894E-01
   1055.8667  0.358612E+01  0.277057E-01
    864.6933  0.271876E+01  0.659568E-01
    673.5200  0.177109E+01  0.170147E+00
    482.3467  0.948478E+00  0.387330E+00
    291.1733  0.327649E+00  0.720616E+00
    100.0000  0.205404E-01  0.979669E+00
 *********************************************
 redshift= 5.6
 *********************************************
   8023.4219  0.246561E+01  0.849569E-01
   7396.5869  0.186075E+01  0.155555E+00
   6769.7519  0.136969E+01  0.254186E+00
   6769.7519  0.253400E+01  0.793406E-01
   6594.2480  0.231386E+01  0.988786E-01
   6418.7441  0.210767E+01  0.121521E+00
   6418.7441  0.291899E+01  0.539879E-01
   6343.5239  0.280233E+01  0.606683E-01
   6268.3037  0.268903E+01  0.679470E-01
   6268.3037  0.333351E+01  0.356677E-01
   6228.9017  0.326157E+01  0.383283E-01
   6189.4997  0.319074E+01  0.411416E-01
   6189.4997  0.373591E+01  0.238515E-01
   6166.2182  0.368751E+01  0.250342E-01
   6142.9367  0.363956E+01  0.262638E-01
   6142.9367  0.411673E+01  0.162978E-01
   6128.0141  0.408223E+01  0.168698E-01
   6113.0915  0.404794E+01  0.174584E-01
   6113.0915  0.447504E+01  0.113898E-01
   6102.9407  0.444938E+01  0.116858E-01
   6092.7899  0.442382E+01  0.119883E-01
   6092.7899  0.481182E+01  0.813308E-02
   6085.5728  0.479212E+01  0.829483E-02
   6078.3557  0.477249E+01  0.845931E-02
   6078.3557  0.512863E+01  0.592466E-02
   6073.0394  0.511313E+01  0.601723E-02
   6067.7231  0.509766E+01  0.611104E-02
   6067.7231  0.542757E+01  0.439376E-02
   6063.6872  0.541509E+01  0.444894E-02
   6059.6513  0.540263E+01  0.450472E-02
   6059.6513  0.570994E+01  0.331287E-02
   6056.5229  0.569975E+01  0.334681E-02
   6053.3945  0.568957E+01  0.338106E-02
   6053.3945  0.597722E+01  0.253586E-02
   6050.9129  0.596875E+01  0.255744E-02
   6048.4313  0.596028E+01  0.257918E-02
   6048.4313  0.623061E+01  0.196825E-02
   6046.4348  0.622350E+01  0.198230E-02
   6044.4383  0.621639E+01  0.199644E-02
   6044.4383  0.647117E+01  0.154742E-02
   6042.8048  0.646512E+01  0.155681E-02
   6041.1713  0.645907E+01  0.156624E-02
   6041.1713  0.670016E+01  0.123072E-02
   6039.8183  0.669497E+01  0.123712E-02
   6038.4653  0.668978E+01  0.124356E-02
   6038.4653  0.691812E+01  0.989688E-03
   6037.3334  0.691363E+01  0.994138E-03
   6036.2015  0.690915E+01  0.998605E-03
   6036.2015  0.712588E+01  0.804027E-03
   6026.8757  0.708786E+01  0.835184E-03
   6017.5499  0.704998E+01  0.867424E-03
   6017.5499  0.704998E+01  0.867424E-03
   5820.2982  0.905429E+01  0.116889E-03
   5623.0466  0.107348E+02  0.217749E-04
   5425.7949  0.121130E+02  0.548744E-05
   5228.5433  0.132106E+02  0.183112E-05
   5031.2916  0.140485E+02  0.792182E-06
   4834.0399  0.146475E+02  0.435171E-06
   4636.7883  0.150281E+02  0.297412E-06
   4439.5366  0.152103E+02  0.247881E-06
   4242.2849  0.152135E+02  0.247090E-06
   4045.0333  0.150567E+02  0.289052E-06
   3847.7816  0.147580E+02  0.389641E-06
   3650.5299  0.143352E+02  0.594679E-06
   3453.2783  0.138051E+02  0.101048E-05
   3256.0266  0.131835E+02  0.188139E-05
   3058.7750  0.124855E+02  0.378101E-05
   2861.5233  0.117251E+02  0.808792E-05
   2664.2716  0.109153E+02  0.181785E-04
   2467.0200  0.100677E+02  0.424295E-04
   2269.7683  0.919283E+01  0.101766E-03
   2072.5166  0.829999E+01  0.248520E-03
   1875.2650  0.739702E+01  0.613079E-03
   1678.0133  0.649046E+01  0.151785E-02
   1480.7616  0.558553E+01  0.375176E-02
   1283.5100  0.468625E+01  0.922118E-02
   1086.2583  0.379580E+01  0.224650E-01
    889.0067  0.289520E+01  0.552881E-01
    691.7550  0.188313E+01  0.152113E+00
    494.5033  0.100616E+01  0.365619E+00
    297.2517  0.345567E+00  0.707819E+00
    100.0000  0.206309E-01  0.979580E+00
 *********************************************
 redshift= 5.8
 *********************************************
   8266.5562  0.273390E+01  0.649651E-01
   7620.7262  0.206323E+01  0.127043E+00
   6974.8962  0.151873E+01  0.218990E+00
   6974.8962  0.280974E+01  0.602206E-01
   6794.0740  0.256564E+01  0.768696E-01
   6613.2518  0.233702E+01  0.966154E-01
