 *********************************************
 (reference: Madau 1995, ApJ)
 
 redshift= 0.0
 observed    IGM effective  IGM mean transmission  
 wavelength  optical depth  <exp(-tau)>
 *********************************************
   2250.7272  0.963385E-01  0.908157E+00
   2250.7272  0.112799E+00  0.893330E+00
   2242.2612  0.111338E+00  0.894637E+00
   2233.7952  0.109890E+00  0.895933E+00
   2233.7952  0.124297E+00  0.883117E+00
   2228.3688  0.123255E+00  0.884038E+00
   2222.9424  0.122220E+00  0.884954E+00
   2222.9424  0.135116E+00  0.873615E+00
   2219.2512  0.134341E+00  0.874292E+00
   2215.5600  0.133569E+00  0.874967E+00
   2215.5600  0.145284E+00  0.864777E+00
   2212.9356  0.144689E+00  0.865291E+00
   2210.3112  0.144097E+00  0.865804E+00
   2210.3112  0.154850E+00  0.856544E+00
   2208.3780  0.154382E+00  0.856945E+00
   2206.4448  0.153915E+00  0.857345E+00
   2206.4448  0.163876E+00  0.848848E+00
   2204.9772  0.163499E+00  0.849168E+00
   2203.5096  0.163123E+00  0.849487E+00
   2203.5096  0.172401E+00  0.841641E+00
   2202.3720  0.172093E+00  0.841900E+00
   2201.2344  0.171786E+00  0.842159E+00
   2201.2344  0.180471E+00  0.834877E+00
   2200.3320  0.180215E+00  0.835090E+00
   2199.4296  0.179960E+00  0.835304E+00
   2199.4296  0.188122E+00  0.828514E+00
   2198.7036  0.187907E+00  0.828692E+00
   2197.9776  0.187693E+00  0.828870E+00
   2197.9776  0.195385E+00  0.822518E+00
   2197.3836  0.195203E+00  0.822668E+00
   2196.7896  0.195020E+00  0.822818E+00
   2196.7896  0.202299E+00  0.816851E+00
   2196.2976  0.202142E+00  0.816979E+00
   2195.8056  0.201986E+00  0.817107E+00
   2195.8056  0.208880E+00  0.811493E+00
   2195.3940  0.208745E+00  0.811602E+00
   2194.9824  0.208609E+00  0.811712E+00
   2194.9824  0.215153E+00  0.806418E+00
   2191.5912  0.214005E+00  0.807344E+00
   2188.2000  0.212861E+00  0.808268E+00
   2188.2000  0.212861E+00  0.808268E+00
   2118.5933  0.365902E+00  0.693571E+00
   2048.9866  0.505970E+00  0.602920E+00
   1979.3800  0.633441E+00  0.530762E+00
   1909.7733  0.748667E+00  0.472997E+00
   1840.1666  0.851974E+00  0.426572E+00
   1770.5600  0.943664E+00  0.389199E+00
   1700.9533  0.102401E+01  0.359151E+00
   1631.3467  0.109327E+01  0.335118E+00
   1561.7400  0.115166E+01  0.316112E+00
   1492.1333  0.119937E+01  0.301383E+00
   1422.5267  0.123658E+01  0.290376E+00
   1352.9200  0.126342E+01  0.282686E+00
   1283.3133  0.128000E+01  0.278038E+00
   1213.7067  0.128641E+01  0.276262E+00
   1144.1000  0.128270E+01  0.277286E+00
   1074.4933  0.126892E+01  0.281134E+00
   1004.8867  0.124508E+01  0.287918E+00
    935.2800  0.121117E+01  0.297849E+00
    865.6733  0.112189E+01  0.325665E+00
    796.0667  0.100679E+01  0.365392E+00
    726.4600  0.890884E+00  0.410293E+00
    656.8533  0.774788E+00  0.460802E+00
    587.2467  0.659288E+00  0.517220E+00
    517.6400  0.545372E+00  0.579626E+00
    448.0333  0.434235E+00  0.647760E+00
    378.4267  0.327335E+00  0.720842E+00
    308.8200  0.226682E+00  0.797174E+00
    239.2133  0.135829E+00  0.872992E+00
    169.6067  0.616780E-01  0.940186E+00
    100.0000  0.150168E-01  0.985095E+00
 *********************************************
 redshift= 1.6
 *********************************************
   3160.7420  0.981997E-01  0.906468E+00
   2913.8070  0.741096E-01  0.928570E+00
   2666.8720  0.545516E-01  0.946910E+00
   2666.8720  0.100924E+00  0.904002E+00
   2597.7341  0.921560E-01  0.911963E+00
   2528.5962  0.839438E-01  0.919483E+00
   2528.5962  0.116257E+00  0.890246E+00
   2498.9640  0.111611E+00  0.894392E+00
   2469.3318  0.107098E+00  0.898438E+00
   2469.3318  0.132766E+00  0.875670E+00
   2453.8098  0.129901E+00  0.878182E+00
   2438.2878  0.127080E+00  0.880663E+00
   2438.2878  0.148793E+00  0.861748E+00
   2429.1163  0.146865E+00  0.863410E+00
   2419.9448  0.144956E+00  0.865061E+00
   2419.9448  0.163960E+00  0.848776E+00
   2414.0662  0.162586E+00  0.849943E+00
   2408.1876  0.161220E+00  0.851105E+00
   2408.1876  0.178231E+00  0.836749E+00
   2404.1888  0.177209E+00  0.837605E+00
   2400.1900  0.176191E+00  0.838458E+00
   2400.1900  0.191644E+00  0.825601E+00
   2397.3469  0.190859E+00  0.826249E+00
   2394.5038  0.190077E+00  0.826895E+00
   2394.5038  0.204262E+00  0.815249E+00
   2392.4095  0.203644E+00  0.815752E+00
   2390.3152  0.203028E+00  0.816255E+00
   2390.3152  0.216168E+00  0.805600E+00
   2388.7253  0.215671E+00  0.806001E+00
   2387.1354  0.215175E+00  0.806401E+00
   2387.1354  0.227414E+00  0.796591E+00
   2385.9030  0.227008E+00  0.796914E+00
   2384.6706  0.226603E+00  0.797237E+00
   2384.6706  0.238059E+00  0.788156E+00
   2383.6930  0.237722E+00  0.788422E+00
   2382.7154  0.237385E+00  0.788688E+00
   2382.7154  0.248151E+00  0.780242E+00
   2381.9289  0.247868E+00  0.780463E+00
   2381.1424  0.247585E+00  0.780684E+00
   2381.1424  0.257732E+00  0.772802E+00
   2380.4989  0.257491E+00  0.772988E+00
   2379.8554  0.257250E+00  0.773175E+00
   2379.8554  0.266852E+00  0.765786E+00
   2379.3224  0.266645E+00  0.765945E+00
   2378.7894  0.266439E+00  0.766103E+00
   2378.7894  0.275533E+00  0.759167E+00
   2378.3435  0.275355E+00  0.759303E+00
   2377.8976  0.275176E+00  0.759438E+00
   2377.8976  0.283808E+00  0.752911E+00
   2374.2238  0.282293E+00  0.754052E+00
   2370.5500  0.280785E+00  0.755191E+00
   2370.5500  0.280785E+00  0.755191E+00
   2294.8650  0.463542E+00  0.629052E+00
   2219.1800  0.629854E+00  0.532670E+00
   2143.4950  0.780269E+00  0.458283E+00
   2067.8100  0.915307E+00  0.400394E+00
   1992.1250  0.103546E+01  0.355064E+00
   1916.4400  0.114118E+01  0.319441E+00
   1840.7550  0.123291E+01  0.291444E+00
   1765.0700  0.131103E+01  0.269541E+00
   1689.3850  0.137592E+01  0.252607E+00
   1613.7000  0.142789E+01  0.239813E+00
   1538.0150  0.146725E+01  0.230558E+00
   1462.3300  0.149426E+01  0.224415E+00
   1386.6450  0.150913E+01  0.221103E+00
   1310.9600  0.151205E+01  0.220457E+00
   1235.2750  0.150319E+01  0.222420E+00
   1159.5900  0.148266E+01  0.227033E+00
   1083.9050  0.145056E+01  0.234440E+00
   1008.2200  0.140694E+01  0.244890E+00
    932.5350  0.135187E+01  0.258757E+00
    856.8500  0.123184E+01  0.291755E+00
    781.1650  0.108929E+01  0.336455E+00
    705.4800  0.946548E+00  0.388078E+00
    629.7950  0.804520E+00  0.447303E+00
    554.1100  0.664390E+00  0.514587E+00
    478.4250  0.527637E+00  0.589998E+00
    402.7400  0.396105E+00  0.672936E+00
    327.0550  0.272392E+00  0.761556E+00
    251.3700  0.161122E+00  0.851188E+00
    175.6850  0.710801E-01  0.931387E+00
    100.0000  0.157548E-01  0.984369E+00
 *********************************************
 redshift= 1.8
 *********************************************
   3403.8761  0.126902E+00  0.880820E+00
   3137.9461  0.957709E-01  0.908672E+00
   2872.0161  0.704964E-01  0.931931E+00
   2872.0161  0.130422E+00  0.877725E+00
   2797.5599  0.119092E+00  0.887726E+00
   2723.1037  0.108480E+00  0.897197E+00
   2723.1037  0.150237E+00  0.860504E+00
   2691.1921  0.144233E+00  0.865686E+00
   2659.2805  0.138401E+00  0.870749E+00
   2659.2805  0.171572E+00  0.842340E+00
   2642.5645  0.167869E+00  0.845464E+00
   2625.8485  0.164224E+00  0.848552E+00
   2625.8485  0.192283E+00  0.825073E+00
   2615.9715  0.189792E+00  0.827131E+00
   2606.0945  0.187324E+00  0.829175E+00
   2606.0945  0.211883E+00  0.809059E+00
   2599.7637  0.210108E+00  0.810497E+00
   2593.4329  0.208343E+00  0.811929E+00
   2593.4329  0.230325E+00  0.794275E+00
   2589.1265  0.229005E+00  0.795325E+00
   2584.8201  0.227689E+00  0.796372E+00
   2584.8201  0.247659E+00  0.780626E+00
   2581.7583  0.246645E+00  0.781418E+00
   2578.6965  0.245635E+00  0.782208E+00
   2578.6965  0.263965E+00  0.768000E+00
   2576.4411  0.263167E+00  0.768613E+00
   2574.1857  0.262371E+00  0.769226E+00
   2574.1857  0.279351E+00  0.756274E+00
   2572.4735  0.278709E+00  0.756760E+00
   2570.7613  0.278067E+00  0.757246E+00
   2570.7613  0.293884E+00  0.745363E+00
   2569.4341  0.293360E+00  0.745754E+00
   2568.1069  0.292836E+00  0.746145E+00
   2568.1069  0.307641E+00  0.735179E+00
   2567.0541  0.307205E+00  0.735500E+00
   2566.0013  0.306769E+00  0.735820E+00
   2566.0013  0.320683E+00  0.725654E+00
   2565.1543  0.320316E+00  0.725919E+00
   2564.3073  0.319951E+00  0.726185E+00
   2564.3073  0.333064E+00  0.716724E+00
   2563.6143  0.332753E+00  0.716948E+00
   2562.9213  0.332441E+00  0.717171E+00
   2562.9213  0.344850E+00  0.708327E+00
   2562.3473  0.344582E+00  0.708516E+00
   2561.7733  0.344315E+00  0.708705E+00
   2561.7733  0.356068E+00  0.700425E+00
   2561.2931  0.355837E+00  0.700587E+00
   2560.8129  0.355606E+00  0.700748E+00
   2560.8129  0.366761E+00  0.692975E+00
   2556.8565  0.364804E+00  0.694333E+00
   2552.9001  0.362855E+00  0.695687E+00
   2552.9001  0.362855E+00  0.695687E+00
   2471.1367  0.578991E+00  0.560463E+00
   2389.3734  0.774577E+00  0.460899E+00
   2307.6101  0.950375E+00  0.386596E+00
   2225.8467  0.110712E+01  0.330510E+00
   2144.0834  0.124550E+01  0.287797E+00
   2062.3201  0.136618E+01  0.255078E+00
   1980.5567  0.146979E+01  0.229973E+00
   1898.7934  0.155691E+01  0.210786E+00
   1817.0300  0.162808E+01  0.196306E+00
   1735.2667  0.168381E+01  0.185666E+00
   1653.5034  0.172454E+01  0.178254E+00
   1571.7400  0.175071E+01  0.173650E+00
   1489.9767  0.176268E+01  0.171585E+00
   1408.2134  0.176077E+01  0.171912E+00
   1326.4500  0.174527E+01  0.174597E+00
   1244.6867  0.171642E+01  0.179708E+00
   1162.9234  0.167442E+01  0.187418E+00
   1081.1600  0.161941E+01  0.198015E+00
    999.3967  0.155155E+01  0.211920E+00
    917.6334  0.147091E+01  0.229716E+00
    835.8700  0.130510E+01  0.271146E+00
    754.1067  0.113316E+01  0.322016E+00
    672.3433  0.962131E+00  0.382078E+00
    590.5800  0.793387E+00  0.452310E+00
    508.8167  0.628686E+00  0.533292E+00
    427.0533  0.470287E+00  0.624823E+00
    345.2900  0.321450E+00  0.725097E+00
    263.5267  0.188003E+00  0.828612E+00
    181.7633  0.808274E-01  0.922353E+00
    100.0000  0.163754E-01  0.983758E+00
 *********************************************
 redshift= 2.0
 *********************************************
   3647.0100  0.161117E+00  0.851192E+00
   3362.0850  0.121592E+00  0.885509E+00
   3077.1600  0.895034E-01  0.914385E+00
   3077.1600  0.165587E+00  0.847397E+00
   2997.3855  0.151201E+00  0.859675E+00
   2917.6110  0.137727E+00  0.871336E+00
   2917.6110  0.190744E+00  0.826344E+00
   2883.4200  0.183121E+00  0.832668E+00
   2849.2290  0.175717E+00  0.838856E+00
   2849.2290  0.217831E+00  0.804261E+00
   2831.3190  0.213130E+00  0.808051E+00
   2813.4090  0.208501E+00  0.811800E+00
   2813.4090  0.244126E+00  0.783389E+00
   2802.8265  0.240963E+00  0.785870E+00
   2792.2440  0.237830E+00  0.788337E+00
   2792.2440  0.269011E+00  0.764135E+00
   2785.4610  0.266756E+00  0.765860E+00
   2778.6780  0.264516E+00  0.767578E+00
   2778.6780  0.292425E+00  0.746451E+00
   2774.0640  0.290748E+00  0.747704E+00
   2769.4500  0.289078E+00  0.748954E+00
   2769.4500  0.314432E+00  0.730204E+00
   2766.1695  0.313145E+00  0.731144E+00
   2762.8890  0.311862E+00  0.732083E+00
   2762.8890  0.335134E+00  0.715242E+00
   2760.4725  0.334121E+00  0.715967E+00
   2758.0560  0.333110E+00  0.716691E+00
   2758.0560  0.354669E+00  0.701406E+00
   2756.2215  0.353853E+00  0.701978E+00
   2754.3870  0.353039E+00  0.702550E+00
   2754.3870  0.373120E+00  0.688582E+00
   2752.9650  0.372454E+00  0.689041E+00
   2751.5430  0.371789E+00  0.689500E+00
   2751.5430  0.390586E+00  0.676660E+00
   2750.4150  0.390032E+00  0.677035E+00
   2749.2870  0.389479E+00  0.677410E+00
   2749.2870  0.407144E+00  0.665548E+00
   2748.3795  0.406679E+00  0.665858E+00
   2747.4720  0.406215E+00  0.666167E+00
   2747.4720  0.422864E+00  0.655168E+00
   2746.7295  0.422468E+00  0.655427E+00
   2745.9870  0.422073E+00  0.655686E+00
   2745.9870  0.437827E+00  0.645437E+00
   2745.3720  0.437488E+00  0.645656E+00
   2744.7570  0.437149E+00  0.645875E+00
   2744.7570  0.452070E+00  0.636310E+00
   2744.2425  0.451777E+00  0.636496E+00
   2743.7280  0.451484E+00  0.636683E+00
   2743.7280  0.465646E+00  0.627729E+00
   2739.4890  0.463162E+00  0.629291E+00
   2735.2500  0.460687E+00  0.630850E+00
   2735.2500  0.460687E+00  0.630850E+00
   2647.4083  0.714162E+00  0.489602E+00
   2559.5667  0.942276E+00  0.389740E+00
   2471.7250  0.114606E+01  0.317887E+00
   2383.8833  0.132650E+01  0.265404E+00
   2296.0417  0.148456E+01  0.226603E+00
   2208.2000  0.162113E+01  0.197675E+00
   2120.3583  0.173709E+01  0.176031E+00
   2032.5167  0.183326E+01  0.159891E+00
   1944.6750  0.191040E+01  0.148021E+00
   1856.8333  0.196924E+01  0.139563E+00
   1768.9917  0.201043E+01  0.133931E+00
   1681.1500  0.203460E+01  0.130732E+00
   1593.3083  0.204230E+01  0.129730E+00
   1505.4667  0.203403E+01  0.130807E+00
   1417.6250  0.201024E+01  0.133957E+00
   1329.7833  0.197131E+01  0.139274E+00
   1241.9417  0.191758E+01  0.146962E+00
   1154.1000  0.184934E+01  0.157342E+00
   1066.2583  0.176681E+01  0.170877E+00
    978.4167  0.167020E+01  0.188209E+00
    890.5750  0.153840E+01  0.214724E+00
    802.7333  0.133461E+01  0.263261E+00
    714.8917  0.113208E+01  0.322363E+00
    627.0500  0.932307E+00  0.393644E+00
    539.2083  0.737336E+00  0.478387E+00
    451.3667  0.549856E+00  0.577033E+00
    363.5250  0.373851E+00  0.688080E+00
    275.6833  0.216484E+00  0.805345E+00
    187.8417  0.909436E-01  0.913069E+00
    100.0000  0.169040E-01  0.983238E+00
 *********************************************
 redshift= 2.2
 *********************************************
   3890.1441  0.201429E+00  0.817562E+00
   3586.2241  0.152015E+00  0.858976E+00
   3282.3040  0.111897E+00  0.894136E+00
   3282.3040  0.207016E+00  0.813006E+00
   3197.2112  0.189032E+00  0.827760E+00
   3112.1184  0.172187E+00  0.841822E+00
   3112.1184  0.238468E+00  0.787834E+00
   3075.6480  0.228937E+00  0.795378E+00
   3039.1776  0.219681E+00  0.802775E+00
   3039.1776  0.272332E+00  0.761601E+00
   3020.0736  0.266455E+00  0.766091E+00
   3000.9696  0.260668E+00  0.770537E+00
   3000.9696  0.305206E+00  0.736971E+00
   2989.6816  0.301252E+00  0.739891E+00
   2978.3936  0.297335E+00  0.742795E+00
   2978.3936  0.336317E+00  0.714396E+00
   2971.1584  0.333499E+00  0.716413E+00
   2963.9232  0.330697E+00  0.718423E+00
   2963.9232  0.365589E+00  0.693788E+00
   2959.0016  0.363493E+00  0.695244E+00
   2954.0800  0.361406E+00  0.696696E+00
   2954.0800  0.393103E+00  0.674959E+00
   2950.5808  0.391494E+00  0.676046E+00
   2947.0816  0.389890E+00  0.677132E+00
   2947.0816  0.418985E+00  0.657714E+00
   2944.5040  0.417718E+00  0.658548E+00
   2941.9264  0.416455E+00  0.659380E+00
   2941.9264  0.443407E+00  0.641846E+00
   2939.9696  0.442387E+00  0.642501E+00
   2938.0128  0.441369E+00  0.643155E+00
   2938.0128  0.466475E+00  0.627209E+00
   2936.4960  0.465642E+00  0.627732E+00
   2934.9792  0.464811E+00  0.628254E+00
   2934.9792  0.488311E+00  0.613662E+00
   2933.7760  0.487618E+00  0.614087E+00
   2932.5728  0.486927E+00  0.614512E+00
   2932.5728  0.509011E+00  0.601090E+00
   2931.6048  0.508430E+00  0.601439E+00
   2930.6368  0.507850E+00  0.601788E+00
   2930.6368  0.528664E+00  0.589392E+00
   2929.8448  0.528170E+00  0.589683E+00
   2929.0528  0.527676E+00  0.589975E+00
   2929.0528  0.547371E+00  0.578469E+00
   2928.3968  0.546947E+00  0.578714E+00
   2927.7408  0.546523E+00  0.578959E+00
   2927.7408  0.565178E+00  0.568259E+00
   2927.1920  0.564811E+00  0.568467E+00
   2926.6432  0.564445E+00  0.568676E+00
   2926.6432  0.582151E+00  0.558696E+00
   2922.1216  0.579045E+00  0.560434E+00
   2917.6000  0.575950E+00  0.562170E+00
   2917.6000  0.575950E+00  0.562170E+00
   2823.6800  0.871031E+00  0.418520E+00
   2729.7600  0.113516E+01  0.321369E+00
   2635.8400  0.136970E+01  0.254182E+00
   2541.9200  0.157595E+01  0.206810E+00
   2448.0000  0.175518E+01  0.172876E+00
   2354.0800  0.190859E+01  0.148290E+00
   2260.1600  0.203734E+01  0.130375E+00
   2166.2400  0.214254E+01  0.117356E+00
   2072.3200  0.222524E+01  0.108042E+00
   1978.4000  0.228641E+01  0.101630E+00
   1884.4800  0.232699E+01  0.975887E-01
   1790.5600  0.234783E+01  0.955761E-01
   1696.6400  0.234972E+01  0.953961E-01
   1602.7200  0.233337E+01  0.969684E-01
   1508.8000  0.229944E+01  0.100315E+00
   1414.8800  0.224849E+01  0.105559E+00
   1320.9600  0.218104E+01  0.112925E+00
   1227.0400  0.209752E+01  0.122761E+00
   1133.1200  0.199830E+01  0.135565E+00
   1039.2000  0.188372E+01  0.152024E+00
    945.2800  0.175404E+01  0.173073E+00
    851.3600  0.155097E+01  0.212042E+00
    757.4400  0.131435E+01  0.268649E+00
    663.5200  0.108111E+01  0.339217E+00
    569.6000  0.853549E+00  0.425901E+00
    475.6800  0.634786E+00  0.530049E+00
    381.7600  0.429586E+00  0.650779E+00
    287.8400  0.246574E+00  0.781473E+00
    193.9200  0.101447E+00  0.903529E+00
    100.0000  0.173592E-01  0.982791E+00
 *********************************************
 redshift= 2.4
 *********************************************
   4133.2781  0.248439E+00  0.780018E+00
   3810.3631  0.187492E+00  0.829035E+00
   3487.4481  0.138012E+00  0.871088E+00
   3487.4481  0.255330E+00  0.774660E+00
   3397.0370  0.233149E+00  0.792036E+00
   3306.6259  0.212372E+00  0.808664E+00
   3306.6259  0.294123E+00  0.745185E+00
   3267.8761  0.282368E+00  0.753996E+00
   3229.1263  0.270951E+00  0.762654E+00
   3229.1263  0.335890E+00  0.714702E+00
   3208.8283  0.328641E+00  0.719902E+00
   3188.5303  0.321504E+00  0.725058E+00
   3188.5303  0.376436E+00  0.686303E+00
   3176.5368  0.371560E+00  0.689658E+00
   3164.5433  0.366728E+00  0.692998E+00
   3164.5433  0.414808E+00  0.660467E+00
   3156.8559  0.411332E+00  0.662767E+00
   3149.1685  0.407877E+00  0.665061E+00
   3149.1685  0.450912E+00  0.637047E+00
   3143.9393  0.448326E+00  0.638696E+00
   3138.7101  0.445752E+00  0.640343E+00
   3138.7101  0.484846E+00  0.615792E+00
   3134.9922  0.482862E+00  0.617015E+00
   3131.2743  0.480884E+00  0.618237E+00
   3131.2743  0.516769E+00  0.596444E+00
   3128.5356  0.515207E+00  0.597377E+00
   3125.7969  0.513648E+00  0.598309E+00
   3125.7969  0.546891E+00  0.578747E+00
   3123.7178  0.545633E+00  0.579475E+00
   3121.6387  0.544378E+00  0.580203E+00
   3121.6387  0.575343E+00  0.562512E+00
   3120.0271  0.574316E+00  0.563090E+00
   3118.4155  0.573290E+00  0.563668E+00
   3118.4155  0.602274E+00  0.547565E+00
   3117.1371  0.601421E+00  0.548033E+00
   3115.8587  0.600568E+00  0.548500E+00
   3115.8587  0.627806E+00  0.533762E+00
   3114.8302  0.627089E+00  0.534144E+00
   3113.8017  0.626373E+00  0.534527E+00
   3113.8017  0.652045E+00  0.520979E+00
   3112.9602  0.651436E+00  0.521297E+00
   3112.1187  0.650827E+00  0.521614E+00
   3112.1187  0.675119E+00  0.509096E+00
   3111.4217  0.674596E+00  0.509362E+00
   3110.7247  0.674073E+00  0.509629E+00
   3110.7247  0.697081E+00  0.498037E+00
   3110.1416  0.696629E+00  0.498262E+00
   3109.5585  0.696177E+00  0.498487E+00
   3109.5585  0.718015E+00  0.487719E+00
   3104.7543  0.714184E+00  0.489591E+00
   3099.9501  0.710368E+00  0.491463E+00
   3099.9501  0.710368E+00  0.491463E+00
   2999.9518  0.105164E+01  0.349365E+00
   2899.9534  0.135553E+01  0.257810E+00
   2799.9551  0.162378E+01  0.197153E+00
   2699.9567  0.185806E+01  0.155975E+00
   2599.9584  0.206001E+01  0.127453E+00
   2499.9601  0.223120E+01  0.107399E+00
   2399.9617  0.237315E+01  0.931869E-01
   2299.9634  0.248730E+01  0.831345E-01
   2199.9651  0.257502E+01  0.761520E-01
   2099.9667  0.263764E+01  0.715299E-01
   1999.9684  0.267637E+01  0.688122E-01
   1899.9701  0.269238E+01  0.677196E-01
   1799.9717  0.268672E+01  0.681037E-01
   1699.9734  0.266039E+01  0.699210E-01
   1599.9750  0.261427E+01  0.732213E-01
   1499.9767  0.254917E+01  0.781467E-01
   1399.9784  0.246580E+01  0.849406E-01
   1299.9800  0.236480E+01  0.939681E-01
   1199.9817  0.224670E+01  0.105747E+00
   1099.9834  0.211199E+01  0.120997E+00
    999.9850  0.196106E+01  0.140709E+00
    899.9867  0.178237E+01  0.168239E+00
    799.9884  0.150898E+01  0.221136E+00
    699.9900  0.123979E+01  0.289444E+00
    599.9917  0.977297E+00  0.376327E+00
    499.9933  0.725055E+00  0.484298E+00
    399.9950  0.488646E+00  0.613456E+00
    299.9967  0.278278E+00  0.757086E+00
    199.9983  0.112350E+00  0.893731E+00
    100.0000  0.177549E-01  0.982402E+00
 *********************************************
 redshift= 2.6
 *********************************************
   4376.4122  0.302767E+00  0.738771E+00
   4034.5022  0.228493E+00  0.795732E+00
   3692.5921  0.168192E+00  0.845191E+00
   3692.5921  0.311166E+00  0.732592E+00
   3596.8627  0.284133E+00  0.752666E+00
   3501.1333  0.258814E+00  0.771967E+00
   3501.1333  0.358441E+00  0.698765E+00
   3460.1041  0.344116E+00  0.708847E+00
   3419.0749  0.330202E+00  0.718778E+00
   3419.0749  0.409342E+00  0.664087E+00
   3397.5829  0.400508E+00  0.669980E+00
   3376.0909  0.391810E+00  0.675832E+00
   3376.0909  0.458755E+00  0.632070E+00
   3363.3919  0.452812E+00  0.635837E+00
   3350.6929  0.446924E+00  0.639592E+00
   3350.6929  0.505518E+00  0.603193E+00
   3342.5533  0.501282E+00  0.605754E+00
   3334.4137  0.497071E+00  0.608310E+00
   3334.4137  0.549517E+00  0.577228E+00
   3328.8769  0.546366E+00  0.579050E+00
   3323.3401  0.543229E+00  0.580870E+00
   3323.3401  0.590872E+00  0.553844E+00
   3319.4035  0.588454E+00  0.555185E+00
   3315.4669  0.586043E+00  0.556525E+00
   3315.4669  0.629776E+00  0.532711E+00
   3312.5671  0.627872E+00  0.533726E+00
   3309.6673  0.625973E+00  0.534741E+00
   3309.6673  0.666485E+00  0.513511E+00
   3307.4659  0.664952E+00  0.514298E+00
   3305.2645  0.663422E+00  0.515086E+00
   3305.2645  0.701159E+00  0.496010E+00
   3303.5581  0.699907E+00  0.496632E+00
   3301.8517  0.698657E+00  0.497253E+00
   3301.8517  0.733980E+00  0.479995E+00
   3300.4981  0.732939E+00  0.480495E+00
   3299.1445  0.731900E+00  0.480994E+00
   3299.1445  0.765095E+00  0.465290E+00
   3298.0555  0.764221E+00  0.465696E+00
   3296.9665  0.763348E+00  0.466103E+00
   3296.9665  0.794634E+00  0.451746E+00
   3296.0755  0.793892E+00  0.452082E+00
   3295.1845  0.793149E+00  0.452418E+00
   3295.1845  0.822753E+00  0.439221E+00
   3294.4465  0.822116E+00  0.439501E+00
   3293.7085  0.821479E+00  0.439781E+00
   3293.7085  0.849519E+00  0.427621E+00
   3293.0911  0.848968E+00  0.427856E+00
   3292.4737  0.848417E+00  0.428092E+00
   3292.4737  0.875030E+00  0.416849E+00
   3287.3869  0.870362E+00  0.418800E+00
   3282.3001  0.865711E+00  0.420752E+00
   3282.3001  0.865711E+00  0.420752E+00
   3176.2235  0.125809E+01  0.284196E+00
   3070.1468  0.160573E+01  0.200743E+00
   2964.0701  0.191082E+01  0.147959E+00
   2857.9934  0.217548E+01  0.113554E+00
   2751.9168  0.240178E+01  0.905566E-01
   2645.8401  0.259172E+01  0.748912E-01
   2539.7634  0.274723E+01  0.641053E-01
   2433.6868  0.287016E+01  0.566899E-01
   2327.6101  0.296229E+01  0.517004E-01
   2221.5334  0.302531E+01  0.485429E-01
   2115.4567  0.306081E+01  0.468497E-01
   2009.3801  0.307030E+01  0.464071E-01
   1903.3034  0.305518E+01  0.471140E-01
   1797.2267  0.301676E+01  0.489597E-01
   1691.1501  0.295621E+01  0.520157E-01
   1585.0734  0.287462E+01  0.564376E-01
   1478.9967  0.277296E+01  0.624769E-01
   1372.9201  0.265208E+01  0.705045E-01
   1266.8434  0.251273E+01  0.810463E-01
   1160.7667  0.235557E+01  0.948392E-01
   1054.6900  0.218116E+01  0.112910E+00
    948.6134  0.199001E+01  0.136695E+00
    842.5367  0.171603E+01  0.179778E+00
    736.4600  0.140835E+01  0.244546E+00
    630.3834  0.110857E+01  0.330032E+00
    524.3067  0.820646E+00  0.440147E+00
    418.2300  0.551026E+00  0.576358E+00
    312.1533  0.311600E+00  0.732275E+00
    206.0767  0.123654E+00  0.883686E+00
    100.0000  0.181019E-01  0.982061E+00
 *********************************************
 redshift= 2.8
 *********************************************
   4619.5459  0.365051E+00  0.694161E+00
   4258.6409  0.275498E+00  0.759194E+00
   3897.7360  0.202792E+00  0.816448E+00
   3897.7360  0.375177E+00  0.687167E+00
   3796.6883  0.342584E+00  0.709934E+00
   3695.6406  0.312056E+00  0.731941E+00
   3695.6406  0.432178E+00  0.649094E+00
   3652.3320  0.414905E+00  0.660403E+00
   3609.0234  0.398130E+00  0.671575E+00
   3609.0234  0.493550E+00  0.610456E+00
   3586.3374  0.482898E+00  0.616993E+00
   3563.6514  0.472411E+00  0.623497E+00
   3563.6514  0.553128E+00  0.575148E+00
   3550.2469  0.545962E+00  0.579284E+00
   3536.8424  0.538863E+00  0.583411E+00
   3536.8424  0.609511E+00  0.543617E+00
   3528.2506  0.604403E+00  0.546401E+00
   3519.6588  0.599326E+00  0.549182E+00
   3519.6588  0.662561E+00  0.515529E+00
   3513.8144  0.658762E+00  0.517492E+00
   3507.9700  0.654979E+00  0.519453E+00
   3507.9700  0.712423E+00  0.490454E+00
   3503.8147  0.709508E+00  0.491886E+00
   3499.6594  0.706601E+00  0.493318E+00
   3499.6594  0.759330E+00  0.467980E+00
   3496.5985  0.757035E+00  0.469055E+00
   3493.5376  0.754744E+00  0.470131E+00
   3493.5376  0.803590E+00  0.447719E+00
   3491.2139  0.801742E+00  0.448547E+00
   3488.8902  0.799898E+00  0.449375E+00
   3488.8902  0.845397E+00  0.429387E+00
   3487.0890  0.843888E+00  0.430035E+00
   3485.2878  0.842381E+00  0.430684E+00
   3485.2878  0.884970E+00  0.412727E+00
   3483.8590  0.883715E+00  0.413245E+00
   3482.4302  0.882462E+00  0.413763E+00
   3482.4302  0.922486E+00  0.397530E+00
   3481.2807  0.921433E+00  0.397948E+00
