#Reddy UV luminosity function between 1.9 < z < 2.7
#Low mag, Up mag, phi (1E-3 num*h_70^3/Mpc^3/mag), err 
-22.83 -22.33 0.004 0.003
-22.33 -21.83 0.035 0.007
-21.83 -21.33 0.142 0.016
-21.33 -20.83 0.341 0.058
-20.83 -20.33 1.246 0.083
-20.33 -19.83 2.030 0.196
-19.83 -19.33 3.583 0.319
-19.33 -18.83 7.171 0.552
-18.83 -18.33 8.188 0.777
-18.33 -17.83 12.62 1.778
