#Reddy UV luminosity function between 2.7 z < 3.4 
#Low mag, Up mag, phi (1E-3 num*h_70^3/Mpc^3/mag), err 
-23.02 -22.52 0.003 0.001
-22.52 -22.02 0.030 0.013
-22.02 -21.52 0.085 0.032
-21.52 -21.02 0.240 0.104
-21.02 -20.52 0.686 0.249
-20.52 -20.02 1.530 0.273
-20.02 -19.52 2.934 0.333
-19.52 -19.02 4.296 0.432
-19.02 -18.52 5.536 0.601
